airline,product_name,route,booking_class,price_increase,rebate_ratio,office,remarks,valid_period,ticket_type,policy_identifier,policy_code
HU,高舱高奖,"该产品在不同航线上的“净结+后返”溢价分成总比例最低为20%，最高则不超过37%，如未完成后返考核任务，仅可获得净结分成奖励,当外放最低散客舱位为K舱及以下舱时，选择向上预订Y/H/K/L/M/X舱",溢价区间,前返（净结）,,KMG319/KMG279/CTU152/SZX146,,D/Z/R舱适用日期：截止2026年12月31日（含）                            I舱适用日期：截止2026年3月28日（含）,,,
HU,高舱高奖,"该产品在不同航线上的“净结+后返”溢价分成总比例最低为20%，最高则不超过38%，如未完成后返考核任务，仅可获得净结分成奖励,当外放最低散客舱位为K舱及以下舱时，选择向上预订Y/H/K/L/M/X舱",60元(含)-299元(含,0.14,,KMG319/KMG279/CTU152/SZX146,,D/Z/R舱适用日期：截止2026年12月31日（含）                            I舱适用日期：截止2026年3月28日（含）,,,
HU,高舱高奖,"该产品在不同航线上的“净结+后返”溢价分成总比例最低为20%，最高则不超过39%，如未完成后返考核任务，仅可获得净结分成奖励,当外放最低散客舱位为K舱及以下舱时，选择向上预订Y/H/K/L/M/X舱",300元(含)-599元(含),0.16,,KMG319/KMG279/CTU152/SZX146,,D/Z/R舱适用日期：截止2026年12月31日（含）                            I舱适用日期：截止2026年3月28日（含）,,,
HU,高舱高奖,"该产品在不同航线上的“净结+后返”溢价分成总比例最低为20%，最高则不超过40%，如未完成后返考核任务，仅可获得净结分成奖励,当外放最低散客舱位为K舱及以下舱时，选择向上预订Y/H/K/L/M/X舱",600元(含)-999元(含),0.18,,KMG319/KMG279/CTU152/SZX146,,D/Z/R舱适用日期：截止2026年12月31日（含）                            I舱适用日期：截止2026年3月28日（含）,,,
HU,高舱高奖,"该产品在不同航线上的“净结+后返”溢价分成总比例最低为20%，最高则不超过41%，如未完成后返考核任务，仅可获得净结分成奖励,当外放最低散客舱位为K舱及以下舱时，选择向上预订Y/H/K/L/M/X舱",1000元(含)-1399元(含),0.2,,KMG319/KMG279/CTU152/SZX146,,D/Z/R舱适用日期：截止2026年12月31日（含）                            I舱适用日期：截止2026年3月28日（含）,,,
HU,高舱高奖,"该产品在不同航线上的“净结+后返”溢价分成总比例最低为20%，最高则不超过42%，如未完成后返考核任务，仅可获得净结分成奖励,当外放最低散客舱位为K舱及以下舱时，选择向上预订Y/H/K/L/M/X舱",1400元(含)以上,0.22,,KMG319/KMG279/CTU152/SZX146,,D/Z/R舱适用日期：截止2026年12月31日（含）                            I舱适用日期：截止2026年3月28日（含）,,,
HU,基础折扣经济舱,所有航线,"K/L/M/X/V/N/A/U/T
",500元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,K ,480元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L/M/X/V/N/A/U/T,500元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,K ,440元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L/M/X/V/N/A/U/T,460元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,K ,380元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L/M/X/V/N/A/U/T,420元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,K,350元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L/M/X/V/N/A/U/T,390元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,K ，CJJ,300元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L/M/X/V/N/A/U/T,360元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,K ,290元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L/M/X/V/N/A/U/T,330元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,K,260元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L/M/X/V/N/A/U/T,320元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L/M/X/V/N/A/U/T,320元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L,280元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,M/X/V/N/A/U/T,300元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,L,240元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,M/X/V/N/A/U/T,300元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,X,290元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,V/N/A/U/T,300元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,基础折扣经济舱,所有航线,V/N/A/U/T,250元,,KMG319/KMG279/CTU152/SZX146,,有效（2026年1月9日-2027年12月31日）,,,
HU,特惠折扣经济舱,所有航线,H/K/L/M/X/V/N/A/U/T,250元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,H,220元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,K/L/M/X/V/N/A/U/T,250元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,H,200元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,K/L/M/X/V/N/A/U/T ,250元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,H,180元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,K/L/M/X/V/N/A/U/T,250元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,K/L/M/X/V/N/A/U/T,220元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,K/L/M/X/V/N/A/U/T,200元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,K,180元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,L/M/X/V/N/A/U/T,200元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,L/M/X/V/N/A/U/T,200元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,L,180元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,M/X/V/N/A/U/T,200元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,M,180元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,特惠折扣经济舱,所有航线,X/V/N/A/U/T,200元,,KMG319/KMG279/CTU152/SZX146,,有效,,,
HU,臻选超经舱,所有航线,W  COT1,260元,,KMG319/KMG279/CTU152/SZX146,,2026年4月30日（含）,,COT1,
HU,臻选超经舱,所有航线,W  CTH1,420元,,KMG319/KMG279/CTU152/SZX146,,2026年4月30日（含）,,CTH1,
HU,“优享+”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，CMX1,100元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CMX1,
HU,“优享+”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，CMU1,50元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CMU1,
HU,“优享+”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，CMQ1,250元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CMQ1,
HU,“悦享免改”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，BAE1,300元,,KMG319/KMG279/CTU152/SZX146,,2026年9月30日(含）,,BAE1,
HU,“悦享免改”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，BAF1,560元,,KMG319/KMG279/CTU152/SZX146,,2026年9月30日(含）,,BAF1,
HU,“悦享免改”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，BAG1,680元,,KMG319/KMG279/CTU152/SZX146,,2026年9月30日(含）,,BAG1,
HU,“悦享免改”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，BAH1,820元,,KMG319/KMG279/CTU152/SZX146,,2026年9月30日(含）,,BAH1,
HU,“悦享免改”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，BAI1,1000元,,KMG319/KMG279/CTU152/SZX146,,2026年9月30日(含）,,BAI1,
HU,“悦享免改”经济舱,所有航线,H/K/L/M/X/V/N/A/U/T，BAJ1,1200元,,KMG319/KMG279/CTU152/SZX146,,2026年9月30日(含）,,BAJ1,
HU,“畅游+ ”门票,所有航线,H/K/L/M/X/V/N/A/U/T，BAB1,190元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,BAB1,
HU,“畅游+ ”门票,所有航线,H/K/L/M/X/V/N/A/U/T，BAC1,520元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,BAC1,
HU,“畅游+”伴手礼,所有航线,H/K/L/M/X/V/N/A/U/T，DAS1,140元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,DAS1,
HU,“畅游+”伴手礼,所有航线,H/K/L/M/X/V/N/A/U/T，CPD1,240元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CPD1,
HU,“畅游+”伴手礼,所有航线,H/K/L/M/X/V/N/A/U/T，CPE1,300元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CPE1,
HU,“畅游+”伴手礼,所有航线,H/K/L/M/X/V/N/A/U/T，CPI1,260元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CPI1,
HU,“畅游+”伴手礼,所有航线,H/K/L/M/X/V/N/A/U/T，CNC1,530元,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CNC1,
HU,高舱高返（锦程添金）,所有航线,"适用最低开放舱：H/K/L/M/X/V/N/A/U/T
适用预定舱位(高舱)：Y/H/K/L/M/X/V/N，CPP1
",15%>=X<20%,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CPP1,
HU,高舱高返（锦程添金）,所有航线,"适用最低开放舱：H/K/L/M/X/V/N/A/U/T
适用预定舱位(高舱)：Y/H/K/L/M/X/V/N，CPP1
",X>=20%,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CPP1,
HU,高舱高返（锦程添金）,所有航线,"适用最低开放舱：H/K/L/M/X/V/N/A/U/T
适用预定舱位(高舱)：Y/H/K/L/M/X/V/N，CPP1
",X>=20%,,KMG319/KMG279/CTU152/SZX146,,2026年12月31日（含）,,CPP1,
8L,1、飞祥有礼,所有航线,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,120.0,,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,,FXYL ,
8L,1、飞祥有礼,所有航线,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,200.0,,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,,FXYL,
8L,1、飞祥有礼,所有航线,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,300.0,,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,,FXYL,
8L,1、飞祥有礼,所有航线,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,400.0,,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,,FXYL,
8L,1、飞祥有礼,所有航线,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,600.0,,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,,FXYL,
8L,1、飞祥有礼,所有航线,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,800.0,,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,,FXYL,
8L,1、飞祥有礼,所有航线,产品代码：FXYL                         H/K/L/M/X/V/N/Q/A/U/T/Z/P(4月19日调整）,1000.0,,KMG319/KMG279/CTU152,一、免费20KG行李  （退改:按照文件规则执行）                                                        ,有效,,FXYL,
8L,2、超值经济舱产品,所有航线,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",130.0,,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,,,
8L,2、超值经济舱产品,所有航线,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",200.0,,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,,,
8L,2、超值经济舱产品,所有航线,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",300.0,,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,,,
8L,2、超值经济舱产品,所有航线,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",400.0,,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,,,
8L,2、超值经济舱产品,所有航线,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",600.0,,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",有效,,,
8L,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,70.0,,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,,GBSZX,
8L,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,130.0,,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,,GBSZX,
8L,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,180.0,,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,,GBSZX,
8L,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,320.0,,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,,GBSZX,
8L,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,460.0,,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",有效,,GBSZX,
8L,4、优惠退改,所有航线,"订E舱 联动舱位：L/M/X/V/N/Q/A/U/T/Z（含小舱位） 产品代码：YHTG2
",100.0,,KMG319/KMG279/CTU152,"1.经济舱前三排
2.优惠退改
3.在经济舱外放基础上上浮100元，不得大于经济舱公布普通票价。

自愿改期：YHTG1/YHTG2 均按照以下规则进行改期操作。
航班计划出港时间 336 小时（含）之前，每次收取实际票面
价 5%的改期手续费；航班计划出港时间前 336 小时（不含）至航
班计划出港时间前 72 小时（含），每次收取实际票面价 10%的改
期手续费；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时（含），每次收取实际票面价 30%的改期手续费；
航班计划出港时间前 48 小时（不含）至航班计划出港时间前 4 小
时（含），每次收取实际票面价 40%的改期手续费；航班计划出港
时间前 4 小时（不含）至航班起飞后，每次收取实际票面价 50%
的改期手续费。
",有效,,YHTG2,
8L,5、往返特惠,所有航线,Y,直减0%,,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",有效,,,
8L,5、往返特惠,所有航线,H/K/L/M/X,直减5%,,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",有效,,,
8L,5、往返特惠,所有航线,V/N/Q/A/U/T/Z/P,直减7%,,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",有效,,,
8L,6、海天无限,所有航线,下浮比例（淡季）,下浮比例（旺季：国庆/暑运）,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,,
8L,6、海天无限,所有航线,Y,0.0,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,,
8L,6、海天无限,所有航线,H/K,0.05,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,,
8L,6、海天无限,所有航线,L/M/X,0.07,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,,
8L,6、海天无限,所有航线,V/N/Q,0.1,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,,
8L,6、海天无限,所有航线,A/U/T/Z/P,0.1,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,,
8L,7、GP免费行李,所有航线,GP免费行李20KG                                Y/B/H/K/L/M/X/V/N/Q/A/U/T/Z（不含小舱位）舱免费行李额：20KG,无,,KMG319/KMG279/CTU152,"BSP,B2B  Y舱20KG  
B/H/K/L/M/X/G  10KG
V/N/Q/A/U/T/Z  0KG",有效,,,
8L,8、商旅优选产品,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：SLYX,50.0,,KMG319/KMG279/CTU152,免费行李额：按现行《祥鹏航空国内航班行李政策差异化标准政策》执行,有效,,SLYX,
8L,8、商旅优选产品,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：SLYX,100.0,,KMG319/KMG279/CTU152,免费行李额：按现行《祥鹏航空国内航班行李政策差异化标准政策》执行,有效,,SLYX,
8L,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,200.0,,KMG319,"（一）票价计算：销售价格=订座舱位价格+上浮金额。
（二）“票价”栏：PAT:A#C@GP(仅适用GP标识客票)
（三）“税款”栏：按实际征收标准打印民航发展基金、燃油附加费及其他税费。
（四）EI签注项栏：按系统自动生成打印“不得签转，退改收费GPYJ”。
（五）免费行李额：20KG。
（六）其它各项的打印规定同普通经济舱客票。",有效,,,
8L,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,300.0,,KMG319,"（一）票价计算：销售价格=订座舱位价格+上浮金额。
（二）“票价”栏：PAT:A#C@GP(仅适用GP标识客票)
（三）“税款”栏：按实际征收标准打印民航发展基金、燃油附加费及其他税费。
（四）EI签注项栏：按系统自动生成打印“不得签转，退改收费GPYJ”。
（五）免费行李额：20KG。
（六）其它各项的打印规定同普通经济舱客票。",有效,,,
8L,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,400.0,,KMG319,"（一）票价计算：销售价格=订座舱位价格+上浮金额。
（二）“票价”栏：PAT:A#C@GP(仅适用GP标识客票)
（三）“税款”栏：按实际征收标准打印民航发展基金、燃油附加费及其他税费。
（四）EI签注项栏：按系统自动生成打印“不得签转，退改收费GPYJ”。
（五）免费行李额：20KG。
（六）其它各项的打印规定同普通经济舱客票。",有效,,,
8L,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,600.0,,KMG319,"（一）票价计算：销售价格=订座舱位价格+上浮金额。
（二）“票价”栏：PAT:A#C@GP(仅适用GP标识客票)
（三）“税款”栏：按实际征收标准打印民航发展基金、燃油附加费及其他税费。
（四）EI签注项栏：按系统自动生成打印“不得签转，退改收费GPYJ”。
（五）免费行李额：20KG。
（六）其它各项的打印规定同普通经济舱客票。",有效,,,
8L,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,800.0,,KMG319,"（一）票价计算：销售价格=订座舱位价格+上浮金额。
（二）“票价”栏：PAT:A#C@GP(仅适用GP标识客票)
（三）“税款”栏：按实际征收标准打印民航发展基金、燃油附加费及其他税费。
（四）EI签注项栏：按系统自动生成打印“不得签转，退改收费GPYJ”。
（五）免费行李额：20KG。
（六）其它各项的打印规定同普通经济舱客票。",有效,,,
