airline,product_name,route,booking_class,price_increase,rebate_ratio,office,remarks,valid_period,ticket_type,policy_identifier,policy_code
A6,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",50,20,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",,ALL,舱位+XZA5S,舱位+XZA5S
A6,5、冬春航季优享退票产品,所有航线,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",100,20,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。",,ALL,,
GX,1、商务经济舱,所有线,W舱,380,40,KMG319/KMG279,"1、25KG免费托运行李额，手提行李尺寸20*40*55CM 1件
2、前排座位（A320机型前6排、E190机型前3排）
3、6小时外免变更费改期一次、金鹏会员定级积分、定级航段奖励
4、专属值机柜台、优先行李、头等舱安检通道、头等舱休息室、优先登机（请提示旅客务必前往人工柜台办理值机手续）
5、餐食、饮品、毛毯new（航班日期3月31日起升级）",有效,ALL,,
GX,2、优享积分,所有航线,"H/K/L/M/X/V/N/Q/A/U/T/Z（含小舱）
可累计积分舱位；V/N/Q/P/A/U/T舱位为不可累计积分舱位，该部分舱位仅可通过购买本产品才可积分）；",120,10,,"1、额外获赠800/1600/2400积分
2、5折以下舱位赠送20KG免费托运行李额",有效,ALL,,
GX,3、行李无忧,所有航线,V/N/Q/A/U/T/Z（含小舱）产品运价代码：XLWY,90,8,,五折以下舱位含20KG行李（除精品航线外其他普通航线5折以下无行李，可销售）,,ALL,,
GX,4、高舱高返,所有航线（北部湾航空国内自营E190机型航班）,"订E舱                                            1、退改优惠
2、20KG免费托运行李额",200,100,,CXLA1,有效,ALL,,
GX,5、特惠行李,所有航线,订E舱  产品代码：THXL,90,8,,五折以下舱位含20KG行李（除精品航线外其他普通航线5折以下无行李，可销售）,,ALL,,
GX,6、尊享经济舱,所有航线,适用舱位： C舱； 产品运价标识：ZXJJ,200,50,,"1、25KG免费托运行李额，手提行李尺寸20*40*55CM 1件
2、前排座位（A320机型前6排、E190机型前3排）
3、退改优惠、金鹏会员定级积分、定级航段奖励
4、餐食、饮品、毛毯new（航班日期3月31日起升级）",,ALL,,
QW,1、商旅首选积分加享,不含代码共享航班和包机航线。 现阶段包机航班为：青岛=宜宾=西双版纳、兰州=宜宾=西双版纳。,包机航线：包机 航线：青岛=宜宾=版纳，温州=衡阳=德宏,0,,KMG319/KMG279,,有效,ALL,,
QW,2、商务优行礼品赠,,上浮70元，120元，200元，400，赠送礼物,70,,,"1.赠小机模,2.大机模, 3.U 型枕，4.小巨蛋",,ALL,,
QW,2、商务优行礼品赠,,上浮70元，120元，200元，400，赠送礼物,120,,,"1.赠小机模,2.大机模, 3.U 型枕，4.小巨蛋",,ALL,,
QW,2、商务优行礼品赠,,上浮70元，120元，200元，400，赠送礼物,200,,,"1.赠小机模,2.大机模, 3.U 型枕，4.小巨蛋",,ALL,,
QW,2、商务优行礼品赠,,上浮70元，120元，200元，400，赠送礼物,400,,,"1.赠小机模,2.大机模, 3.U 型枕，4.小巨蛋",,ALL,,
QW,3、商务优享,青岛航空国内自营航班（包机、代码共享航班除外）,"订座舱位：（Y/B/H/L/P/Q/G/V/I 舱）
联动舱位：联动舱位：L/P/Q/G/V/U/Z/R/N/E
运价标识：SW",差价,0.6,,"运价基础：预定舱位+上浮折扣+SW+联动舱位原始运
价基础",,ALL,,
PN,智选经济舱,公务舱（空中商务）,订I舱，产品代码：KZSW,20,40,KMG319/KMG279,"1.公务舱座位
2.公务舱餐饮（各航线食品种类有差异，请以实际提供为准）
3.品质客舱服务（特别赠送精美礼品包：包含16CM飞机模型、腰垫等，礼品包内容时有调整，以实际赠送内容为准）
4.30KG免费托运行李额
5.两件重量在7公斤（含）以内，尺寸不超过20CM×40CM×55CM的手提行李
6.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
7.特别提示：本产品不享受头等舱休息室、优先登机、优先值机、公务舱安检通道、贵宾摆渡车等地面服务权益
8.本产品儿童票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
9.产品非自愿退改签依照西部航空最新不正常航班管理相关规定执行，具体可详询航司热线95373",有效,ALL,,
PN,普通经济舱,特惠行李,订E舱，产品代码THXL,65,15,,"1.20KG免费托运行李额
2.航空意外险（由航司负责投保，详询航司热线95373）
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",,ALL,,
NS,1、乐享行李,"1.非“一线一策”航班：
订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
2.“一线一策”航班：SJWTFU/SJWSYX/SJWHAK/SJWKMG 往返；INCGYU/HGHUCB/SHECKG 单程；
3.大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。",R/U/Z舱  PAT:A#CLXXL/PAT:A,1.,1.,KMG319/KMG279,"1.非“一线一策”航班：G120F20/T180F60/W260F90
2.“一线一策”航班:详见产品通告
3.大兴出港：G120F20",2025-12-31 00:00:00,ALL,,
NS,1、乐享行李,"1.非“一线一策”航班：
订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
2.“一线一策”航班：SJWTFU/SJWSYX/SJWHAK/SJWKMG 往返；INCGYU/HGHUCB/SHECKG 单程；
3.大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。",R/U/Z舱  PAT:A#CLXXL/PAT:A,180,60,KMG319/KMG279,"1.非“一线一策”航班：G120F20/T180F60/W260F90
2.“一线一策”航班:详见产品通告
3.大兴出港：G120F20",2025-12-31 00:00:00,ALL,,
NS,1、乐享行李,"1.非“一线一策”航班：
订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
2.“一线一策”航班：SJWTFU/SJWSYX/SJWHAK/SJWKMG 往返；INCGYU/HGHUCB/SHECKG 单程；
3.大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。",R/U/Z舱  PAT:A#CLXXL/PAT:A,260,90,KMG319/KMG279,"1.非“一线一策”航班：G120F20/T180F60/W260F90
2.“一线一策”航班:详见产品通告
3.大兴出港：G120F20",2025-12-31 00:00:00,ALL,,
NS,2、冀悦行,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益","仅限B/M/L/K/N/Q/V/T/R/U/Z舱及其子舱位，PAT:A/
PAT:A#CJYX",120,40,,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益",2025-12-31 00:00:00,ALL,,
NS,2、冀悦行,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益","仅限B/M/L/K/N/Q/V/T/R/U/Z舱及其子舱位，PAT:A/
PAT:A#CJYX",240,80,,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益",2025-12-31 00:00:00,ALL,,
NS,2、冀悦行,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益","仅限B/M/L/K/N/Q/V/T/R/U/Z舱及其子舱位，PAT:A/
PAT:A#CJYX",360,140,,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益",2025-12-31 00:00:00,ALL,,
NS,2、冀悦行,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益","仅限B/M/L/K/N/Q/V/T/R/U/Z舱及其子舱位，PAT:A/
PAT:A#CJYX",480,180,,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益",2025-12-31 00:00:00,ALL,,
NS,2、冀悦行,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益","仅限B/M/L/K/N/Q/V/T/R/U/Z舱及其子舱位，PAT:A/
PAT:A#CJYX",600,230,,"1、订票舱位代码+JY+产品运价+F+定额代理费,
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、石家庄机场出港专属值机柜台权益",2025-12-31 00:00:00,ALL,,
NS,3、GP产品,所有航线,"免退改权益：仅限B/M/L/K/N/Q/V/T/R/U/Z 舱
行李额权益：R/U/Z舱（限GP出票指令自动出票，不得修改价格）",220,70,,"1、专属客户经理服务权益（专属客户经理服务权益由出票方提供，包括一对一服务、全天不限时售后等内容）
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。
其他航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
3.仅限成人GP客户。",2025-12-31 00:00:00,ALL,,
NS,3、GP产品,所有航线,"免退改权益：仅限B/M/L/K/N/Q/V/T/R/U/Z 舱
行李额权益：R/U/Z舱（限GP出票指令自动出票，不得修改价格）",340,110,,"1、专属客户经理服务权益（专属客户经理服务权益由出票方提供，包括一对一服务、全天不限时售后等内容）
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。
其他航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
3.仅限成人GP客户。",2025-12-31 00:00:00,ALL,,
NS,3、GP产品,所有航线,"免退改权益：仅限B/M/L/K/N/Q/V/T/R/U/Z 舱
行李额权益：R/U/Z舱（限GP出票指令自动出票，不得修改价格）",480,150,,"1、专属客户经理服务权益（专属客户经理服务权益由出票方提供，包括一对一服务、全天不限时售后等内容）
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。
其他航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
3.仅限成人GP客户。",2025-12-31 00:00:00,ALL,,
NS,3、GP产品,所有航线,"免退改权益：仅限B/M/L/K/N/Q/V/T/R/U/Z 舱
行李额权益：R/U/Z舱（限GP出票指令自动出票，不得修改价格）",600,190,,"1、专属客户经理服务权益（专属客户经理服务权益由出票方提供，包括一对一服务、全天不限时售后等内容）
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。
其他航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
3.仅限成人GP客户。",2025-12-31 00:00:00,ALL,,
NS,3、GP产品,所有航线,"免退改权益：仅限B/M/L/K/N/Q/V/T/R/U/Z 舱
行李额权益：R/U/Z舱（限GP出票指令自动出票，不得修改价格）",280,90,,"1、专属客户经理服务权益（专属客户经理服务权益由出票方提供，包括一对一服务、全天不限时售后等内容）
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。
其他航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
3.仅限成人GP客户。",2025-12-31 00:00:00,ALL,,
NS,3、GP产品,所有航线,"免退改权益：仅限B/M/L/K/N/Q/V/T/R/U/Z 舱
行李额权益：R/U/Z舱（限GP出票指令自动出票，不得修改价格）",360,120,,"1、专属客户经理服务权益（专属客户经理服务权益由出票方提供，包括一对一服务、全天不限时售后等内容）
2、一次免收自愿变更手续费或免收自愿退票费（二选一）
3、大兴出港航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得30kg行李额。
其他航班：订座R/U/Z舱，在外放R/U/Z舱的基础上加价销售，可得10-30kg行李额。
3.仅限成人GP客户。",2025-12-31 00:00:00,ALL,,
NS,4、航信优选,在河北航实际承运的国内部分航线航班FD公布运价基础上，上浮加价可获得由中航信商旅优选平台提供的相应的休息室、行李配送、快速安检等额外服务权益.（本产品由中航信商旅优选平台提供相应服务）,仅限B/M/L/K/N/Q/V/T舱及特价舱（R/U/Z） PAT:A,200,40,,"1.“机+休息室”票价级别为订票舱位代码+HXXX+产品运价；
2.“机+行李配送”票价级别为订票舱位代码+HXPS+产品运价；
3.“机+快速安检”票价级别为订票舱位代码+HXAJ+产品运价",2025-12-31 00:00:00,ALL,,
NS,5、高舱产品,所有航线,Y/B/M/L/K/N/Q/V/T舱  PAT:A 订座舱位+实时外放最低舱位+TC+航线类别+001,根据其所订舱位与外放舱位价差,25,,"在外放低舱时可直接预订高舱出票，根据其所订舱位与外放舱位价差，给予相应比例的代理费奖励。
需向旅客提供专属客户服务。
需向旅客说明产品权益和当前外放价格供旅客自主选择，与旅客达成一致后再行出票。",长期有效,ALL,,
NS,6、畅飞商旅,所有航线，免改产品,B/M/L/K/N/Q/V/T/R/U/Z 舱                             出票指令：PAT:A#C23SCCP004                 PAT:A#C23SCCP004/CGP/CC,220,70,,"购买本产品的客户仅限在航班计划起飞时间前
72/48/24/12 小时（不含）以外享有 1 次免收自愿变更费的
权益，超过该范畴的部分按照当期有效《河北航国内旅客运
输票价和使用条件》办理",有效,ALL,,
G5,两舱类,B41   AB41优享公务舱,A,200,30,KMG319/KMG279,公务舱服务+赠月卡视频会员+华夏PLUS月卡,有效,ALL,,
G5,溢价类,所有航线：高舱高返,外放经济舱 A01 A0101,160,80,,赠月卡视频会员+会员积分+代理人提供权益,,ALL,,
G5,权益类,所有航线,A05  外放经济舱,100,60,,双倍会员积分+优先选座,,ALL,,
G5,积分/行李类,机+PLUS积分,订Z舱：A31，运价标识A3101,120,12,,会员积分500+PLUS月卡+优先选座+行李额,,ALL,,
G5,区域产品,助力复工(内蒙航线),M24  订：外放经济舱,80,50,,代理人提供服务,,ALL,,
TV,1、商行无忧产品,所有航线,R舱以上订座上浮 (*YFP0050/*YFP0090/*YFP0140/*YFP0240/*FP0340),40,20,KMG319/KMG279/CTU152,按客规执行,2025年9月1日-2025年10月25日（含）,ALL,,
TV,2、任意两段 优惠,所有航线,两段以上优惠政策,直减,2,,PAT A 直减政策,有效,ALL,,
TV,3、商易行产品,所有航线,2023.10.29-12.31  订座舱位Y/B/B1/M/M1/H/H1/K/K1                                              LD（产品标识）,差价,0.7,,"差价= Y舱全价*上浮幅度比例（四舍五入到十位），
产品服务费=差价*佣金比例（四舍五入到个位）。

授权渠道享受产品服务费需满足产品当月销售额（不含税费）
10000元（含）以上，同时授权渠道须提供发票方可享受，每月结
算一次",,ALL,,
TV,4、机＋X,（一）适用航班：西藏航实际承运航班（包机及代码共享航班除外）,"适用舱位：公布运价B/B1/M/M1/H/H1/K/K1/L/L1/
J/J1/Q/Q1舱；私有运价G/G1/G2舱，见舱销售）",0,50,,"3．产品服务费：按该产品实际成行航段结算，9.08-10.28：产品服务费B-G舱调整为50元/段，当期销售服务费总金额低于500元的不予结算。
（八）运价基础：*YJJX    产品大客户代码：JJX；",,ALL,,
TV,5、尊适行,开放 适用舱位：B-R舱（含小舱位）舱,"Y-R                                                             （六）运价基础：*YZSX180/*YZSX200/*YZSX240
（七）EI 项：不得签转/ZSX",180,30,,"1.提供免费茶歇、零食自助服务；
2.正餐时间段提供自助热餐食；
早餐 因季节变化早餐提供时间会有所变化，具体为该航季
计划首班起飞时刻前 70 分钟开始，时长为 3 小时。
午餐 11:30-13:30晚餐 17:00-19:00
3.提供报刊、杂志等阅览资料；4.提供航班信息服务；
5.提供现场接待服务；6.提供免费 WIFI；7.提供按摩椅；
8.提供独立卫生间；9.登机到点提醒服务。航班起飞前旅客自行离开",,ALL,,
TV,6、多人优惠,部分航线 B-R（含小舱位）,2-3 人：*YDRYHA030/40,30,,,以 PAT:A#CDRYH 出来的价格为准,,ALL,,
DZ,1、商旅易行,所有航线  除包机,B-A  运价标识：CSL,80,0.5,KMG319/KMG279,"退票权益1.航班起飞前4小时（含）免费退票
2.运价基础（通过自动运价实现）：原始舱位+ CSL+直加价格80/140/280/340/420/560（例如：U舱以直加80的价格卖出，用UCSL80表示）",有效,ALL,,
DZ,"舒享经济舱（G 舱）
商旅易",所有航线,"P/K/Z/V/E/L/U/M/B 原始舱位+G+SL+
直加价格220/300/600",220,110,,"1.改签：航班起飞前 4 小时（含）免费改期一次
2.退票：航班起飞前4小时（含）免费退票",,ALL,,
DZ,行李直加专享,所有航线,订：S   联动：T、A,90,10,,,,ALL,,
CA,"加里惠退
（2025年）",所有航线,H/QN/W/S/L/P/K  运价标识：CA6Z243534,60,35,KMG319/CTU152/SZX146,200 KM非定级里程+48H外退票费率按照8折收取,有效,ALL,CA6Z243534,CA6Z243534
CA,免改惠享,所有航线,H/Q/V  CA6Z243531,150,50,,距航班起飞4H外，免改期费一次,,ALL,CA6Z243531,CA6Z243531
CA,免改惠享,所有航线,H/Q/V  CA6Z243531,200,60,,距航班起飞4H外，免改期费一次,,ALL,CA6Z243531,CA6Z243531
CA,旅享,所有航线,H/Q/V/W/S CA6Z243543,15,100,,10ka额外行李,,ALL,CA6Z243543,CA6Z243543
CA,大额里程,所有航线,H/Q/V/W/S/L/P/K CA6Z250017,600,170,,"2000 KM非定级里程+48H外退票费8折
+100元机票优惠券",,ALL,CA6Z250017,CA6Z250017
CA,"平淡季大额里程
至9月30日",所有航线,H/Q/V/W/S/L/P/K CA6Z251879,520,160,,1800 KM非定级里程+48H外退票费8折,,ALL,CA6Z251879,CA6Z251879
CA,2025年经济舱优选,产品一：CA0L243450,开放舱：KPL，定：W/S,0,50,,,,ALL,CA0L243450,CA0L243450
JR,1、幸福优享,所有线,订：N舱   B/H,30,,KMG319,运价标识：A23                                        1.价格为当日经济舱最低开放舱位基础上浮50元，但上浮后最高不得高于Y 舱全价价格。                                   2.旅客在航班规定离站时间48小时之前自愿变更的，可享受一次免收变更费,2022.3.26,ALL,,
JR,2、幸福航空 超值经济舱D舱,所有线,订D:浮动Y舱,15,,,"1.经济舱前四排，优先选座
2.免费行李25KG
产品代码：A03",有效,ALL,,
七彩通航,非民航机,部份短线,昆明=怒江兰坪县=陇川,0,,参考携程+价20%,"航司B2B网站预订，联系七彩开发票，无行程单。http://222.178.234.35:3520/gafms通航管理系统
出票账号：zo08
密码：ZO0820200302",,ALL,,
华夏通航,通程航班,部份短线,陇川：开通昆明、大理、普洱、文山、昭通等云南省内通程航班，同时连接起上海、重庆、西安、成都、长沙等多个城市,0,,,"网站：http://222.178.234.35:3520/gafms/账号:yntbly   
密码:YNTB20210222 行程单正常打印",,ALL,,
